aX,aY,aZ,gX,gY,gZ
0.089,-0.152,0.884,0.610,11.841,12.756
0.159,-0.094,0.968,-6.897,-3.479,8.667
0.185,-0.085,0.984,-10.193,-5.554,9.033
0.170,-0.042,0.948,-12.512,3.235,7.690
0.126,-0.053,0.957,-13.428,6.653,1.892
0.091,-0.077,0.991,-11.597,1.099,-1.709
0.073,-0.088,1.028,-7.935,-6.226,-3.723
0.075,-0.083,1.042,-1.831,-11.719,-6.592
0.039,-0.093,1.009,3.235,-9.277,-4.333
0.028,-0.122,0.934,5.432,-5.615,-2.136
0.042,-0.120,0.886,1.587,-2.563,-1.160
0.051,-0.116,0.881,-4.700,1.404,-2.014
0.071,-0.102,0.884,-10.071,5.615,-2.014
0.083,-0.080,0.879,-12.634,5.432,-3.052
0.082,-0.062,0.874,-12.146,0.610,-5.066
0.074,-0.055,0.889,-10.254,-6.470,-7.446
0.060,-0.068,0.898,-7.080,-12.878,-9.949
0.011,-0.135,1.189,-3.784,-17.090,-11.169
-0.011,-0.122,1.160,6.592,-12.146,-10.437
-0.024,-0.144,0.969,14.954,-10.498,-4.578
-0.040,-0.135,0.904,13.611,-12.634,-0.305
-0.027,-0.110,0.936,7.019,-5.127,0.549
-0.020,-0.116,0.968,2.563,4.700,2.380
0.016,-0.101,0.957,-0.610,13.855,4.456
0.020,-0.091,0.970,-2.869,17.273,4.700
0.034,-0.081,0.967,-4.700,15.076,5.432
0.058,-0.094,0.986,-2.930,9.338,2.319
0.042,-0.082,0.961,-0.671,1.587,-2.258
0.028,-0.096,0.958,2.014,-4.517,-3.540
-0.006,-0.095,0.957,4.150,-9.094,-4.578
-0.022,-0.112,0.956,5.493,-11.902,-4.700
-0.016,-0.120,0.961,5.859,-11.841,-4.028
-0.003,-0.138,0.968,4.395,-8.484,-3.784
0.003,-0.141,0.966,0.977,-4.639,-3.784
0.016,-0.125,0.965,-3.113,-2.319,-3.296
0.022,-0.126,0.959,-6.592,-0.305,-3.540
0.021,-0.121,0.956,-9.521,2.075,-2.747
0.015,-0.117,0.960,-9.766,1.038,-5.310
-0.008,-0.106,0.965,-8.057,-0.916,-5.432
-0.016,-0.109,0.959,-3.479,-3.357,-5.371
-0.023,-0.134,0.957,1.404,-5.676,-4.395
-0.029,-0.125,0.963,5.127,-6.592,-2.197
-0.020,-0.135,0.966,8.118,-5.554,-0.244
-0.004,-0.139,0.962,8.179,-3.967,1.221
0.009,-0.137,0.964,5.310,-0.793,3.540
0.013,-0.144,0.965,1.892,5.310,6.714
0.019,-0.132,0.962,0.488,5.981,3.418
0.019,-0.131,0.961,0.244,3.540,2.441
0.021,-0.125,0.959,0.427,-0.305,0.549
0.000,-0.111,0.961,0.366,-2.869,-0.549
-0.022,-0.120,0.952,1.892,-4.333,-1.221
-0.035,-0.125,0.958,2.991,-4.089,-1.221
-0.038,-0.125,0.964,3.540,-2.136,-1.099
-0.031,-0.128,0.965,2.991,0.183,-0.793
-0.023,-0.128,0.967,2.014,1.831,-0.061
-0.005,-0.131,0.965,0.671,3.357,0.366
0.008,-0.122,0.967,-1.221,4.150,0.671
0.018,-0.107,0.964,-3.296,3.296,0.732
0.018,-0.101,0.959,-4.333,1.343,0.671
0.016,-0.096,0.962,-3.784,-0.366,0.061
-0.006,-0.094,0.963,-2.686,-1.465,-0.671
-0.021,-0.108,0.962,-0.793,-1.953,-0.977
-0.018,-0.110,0.961,0.854,-1.587,-0.244
-0.013,-0.120,0.970,1.343,-1.099,0.061
-0.004,-0.121,0.972,1.465,-1.343,0.122
0.015,-0.119,0.965,1.038,-1.038,0.305
0.024,-0.115,0.966,0.000,-0.916,0.305
0.030,-0.125,0.958,-1.465,0.000,0.000
0.016,-0.115,0.959,-2.563,1.465,0.305
0.011,-0.119,0.964,-2.563,2.991,0.366
0.004,-0.119,0.964,-2.075,3.113,0.366
0.005,-0.115,0.965,-1.770,2.502,0.732
0.000,-0.111,0.965,-1.465,1.221,0.854
0.004,-0.109,0.957,-0.793,-0.122,1.038
-0.003,-0.103,0.960,-1.099,-0.061,0.793
-0.002,-0.110,0.968,-1.404,0.977,-0.916
-0.002,-0.096,0.962,-3.296,1.526,-2.930
-0.009,-0.109,0.960,-7.019,5.127,-1.709
-0.026,-0.115,0.969,-11.414,7.568,-3.845
-0.038,-0.110,0.963,-14.771,7.935,-5.188
-0.037,-0.104,0.962,-16.785,6.714,-4.517
-0.031,-0.099,0.965,-17.517,6.714,-4.272
-0.019,-0.087,0.972,-17.639,6.958,-3.784
-0.009,-0.074,0.983,-16.235,5.188,-3.357

0.232,1.052,-1.429,168.579,83.008,78.308
0.149,1.089,-1.577,149.658,62.561,72.998
0.106,1.113,-1.647,119.507,43.396,73.730
0.070,1.138,-1.680,85.876,32.776,79.346
0.119,1.136,-1.664,57.678,25.024,85.815
0.244,0.999,-1.654,46.204,23.132,72.998
0.357,0.851,-1.691,45.715,23.743,47.363
0.421,0.659,-1.623,40.161,13.611,32.593
0.473,0.456,-1.459,27.588,-2.625,23.254
0.492,0.286,-1.255,9.216,-15.442,9.094
0.467,0.127,-1.082,-1.770,-24.231,-4.944
0.450,-0.068,-0.942,-2.869,-32.410,-20.325
0.413,-0.199,-0.827,-4.822,-38.208,-24.963
0.370,-0.272,-0.760,-4.395,-41.321,-19.897
0.363,-0.287,-0.765,-3.967,-38.818,-8.118
0.407,-0.281,-0.790,-4.700,-32.959,7.568
0.469,-0.237,-0.813,-9.033,-25.085,23.499
0.497,-0.158,-0.790,-13.977,-19.714,36.438
0.552,-0.111,-0.750,-14.832,-16.357,42.419
0.613,-0.073,-0.699,-13.794,-8.850,42.236
0.648,-0.013,-0.641,-11.292,-1.099,39.795
0.668,0.036,-0.638,-4.089,2.014,35.034
0.690,0.078,-0.707,6.042,0.488,26.917
0.676,0.106,-0.805,14.221,-2.014,18.372
0.630,0.113,-0.904,18.921,-4.639,9.705
0.565,0.133,-0.971,17.334,-6.836,2.563
0.492,0.142,-0.989,10.681,-8.789,0.427
0.476,0.132,-1.000,2.747,-7.690,1.526
0.513,0.125,-0.984,-5.737,-2.686,3.052
0.551,0.109,-0.941,-14.099,3.967,2.747
0.586,0.107,-0.896,-19.226,5.676,0.488
0.607,0.078,-0.837,-20.630,4.272,-2.808
0.590,0.037,-0.779,-18.433,2.686,-6.531
0.566,0.001,-0.729,-13.184,0.671,-9.094
0.554,-0.035,-0.726,-6.104,-0.183,-10.376
0.548,-0.039,-0.780,0.977,1.160,-11.963
0.552,-0.062,-0.847,6.592,1.038,-12.695
0.540,-0.070,-0.896,8.850,-0.488,-13.062
0.519,-0.073,-0.914,6.653,-0.916,-11.597
0.509,-0.071,-0.916,2.991,-0.122,-8.789
0.509,-0.047,-0.908,-0.916,0.793,-4.761
0.509,-0.019,-0.906,-4.089,2.258,-1.282
0.533,-0.002,-0.887,-6.470,3.357,1.953
0.544,0.016,-0.850,-7.812,3.235,3.479
0.554,0.028,-0.824,-6.714,2.686,2.197
0.559,0.037,-0.821,-3.296,1.587,-0.305
0.554,0.041,-0.838,0.977,-0.427,-3.601
0.555,0.036,-0.875,3.662,-2.502,-6.714
0.553,0.023,-0.897,3.052,-3.662,-8.972
0.550,0.020,-0.901,-0.244,-4.578,-9.583
0.558,0.013,-0.904,-3.479,-5.981,-8.972
0.563,0.005,-0.881,-7.202,-7.568,-7.751
0.550,0.002,-0.834,-10.864,-8.972,-6.592
0.534,-0.029,-0.762,-11.841,-9.766,-5.676
0.534,-0.050,-0.700,-9.094,-8.728,-3.723
0.569,-0.068,-0.673,-5.005,-5.005,-0.854
0.615,-0.070,-0.677,-0.977,-0.793,1.343
0.645,-0.070,-0.720,3.723,0.977,1.221
0.665,-0.065,-0.770,7.996,-0.549,-0.549
0.663,-0.072,-0.806,10.437,-1.648,-3.357
0.636,-0.073,-0.828,10.071,-1.892,-6.042
0.616,-0.083,-0.833,7.690,-1.648,-6.836
0.595,-0.085,-0.839,4.517,-0.488,-5.554
0.578,-0.066,-0.846,1.160,0.854,-2.686
0.569,-0.048,-0.854,-1.587,2.930,-0.183
0.568,-0.031,-0.864,-3.479,4.456,1.831
0.574,-0.012,-0.873,-4.456,4.578,3.845
0.581,0.006,-0.862,-5.005,4.395,4.517
0.579,0.013,-0.854,-4.028,2.991,3.662
0.580,0.027,-0.862,-2.258,1.282,1.587
0.574,0.019,-0.871,-0.244,0.183,-0.854
0.567,0.003,-0.871,0.427,-0.610,-2.075
0.563,-0.015,-0.864,-0.427,-0.610,-2.502
0.564,-0.025,-0.862,-2.502,-0.244,-2.075
0.570,-0.028,-0.863,-5.249,0.427,-1.160
0.577,-0.035,-0.857,-7.263,1.038,-0.549
0.579,-0.040,-0.853,-8.789,1.038,-0.427
0.578,-0.040,-0.851,-10.132,0.671,-0.488
0.577,-0.038,-0.842,-10.925,0.366,-0.732
0.564,-0.033,-0.811,-10.925,0.305,-1.404
0.556,-0.042,-0.787,-8.484,0.061,-2.197
0.559,-0.040,-0.789,-4.822,-1.038,-2.075
0.570,-0.039,-0.819,-2.258,-1.343,-1.587
0.582,-0.035,-0.847,-1.587,-0.610,-1.526
0.584,-0.043,-0.860,-2.197,-1.038,-1.831
0.577,-0.048,-0.856,-3.601,-2.625,-1.892
0.567,-0.050,-0.843,-5.920,-2.930,-1.526
0.563,-0.054,-0.821,-7.874,-2.197,-0.671
0.573,-0.059,-0.816,-8.728,-1.038,0.305
0.580,-0.062,-0.817,-8.606,-0.427,0.793
0.596,-0.067,-0.809,-7.874,-0.366,0.916
0.598,-0.070,-0.794,-7.019,-0.427,0.549
0.591,-0.069,-0.784,-5.615,-0.671,-0.427
0.579,-0.055,-0.788,-3.662,-0.793,-0.977
0.566,-0.048,-0.802,-0.916,-0.671,-1.099
0.567,-0.044,-0.831,0.977,-0.610,-0.732
0.572,-0.038,-0.860,0.366,-0.732,0.427
0.565,-0.029,-0.875,-1.709,-0.305,1.465
0.557,-0.025,-0.878,-4.333,-0.732,2.258
0.551,-0.014,-0.875,-6.592,-1.038,3.540
0.564,-0.013,-0.871,-8.789,-0.549,4.700
0.578,-0.014,-0.859,-11.108,0.122,5.005
0.587,-0.011,-0.838,-12.207,0.305,4.028
0.589,-0.015,-0.823,-11.841,-0.122,2.197
0.585,-0.017,-0.817,-10.071,-1.099,0.000
0.574,-0.019,-0.821,-7.874,-1.953,-2.075
0.567,-0.021,-0.835,-5.798,-3.235,-3.845
0.564,-0.024,-0.851,-4.456,-4.211,-5.188
0.537,-0.023,-0.854,-4.456,-4.456,-5.859
0.534,-0.040,-0.843,-4.639,-5.676,-5.005
0.541,-0.042,-0.843,-5.005,-5.615,-3.845
0.554,-0.043,-0.861,-6.104,-3.357,-2.075
0.562,-0.049,-0.878,-7.507,-1.953,-1.221
0.572,-0.057,-0.881,-10.254,-1.709,-0.183
0.579,-0.075,-0.863,-13.428,-2.197,0.427
0.594,-0.086,-0.845,-15.564,-2.869,0.732
0.607,-0.091,-0.837,-17.334,-2.686,0.305
0.604,-0.087,-0.820,-17.273,-2.563,-1.038
0.592,-0.093,-0.800,-14.832,-3.357,-2.808

-0.786,-0.192,2.307,-317.505,-115.295,-293.030
-0.909,-0.379,2.071,-262.329,-71.167,-238.220
-0.882,-0.423,1.669,-223.145,-24.597,-175.415
-0.791,-0.370,1.300,-201.233,14.587,-122.375
-0.675,-0.353,0.967,-193.909,43.091,-89.294
-0.546,-0.289,0.778,-201.477,56.091,-70.374
-0.511,-0.276,0.747,-225.952,59.998,-64.270
-0.440,-0.092,0.925,-273.071,50.293,-58.960
-0.345,-0.044,1.103,-286.804,41.199,-64.331
-0.272,0.067,1.322,-283.936,31.372,-78.613
-0.275,0.140,1.541,-272.827,22.461,-82.581
-0.300,0.031,1.671,-246.704,13.184,-71.777
-0.308,-0.030,1.725,-209.778,6.042,-50.293
-0.292,-0.038,1.736,-174.316,7.935,-35.828
-0.301,-0.104,1.716,-147.766,14.893,-27.222
-0.362,-0.191,1.669,-130.676,18.860,-20.264
-0.379,-0.276,1.594,-117.432,15.076,-16.968
-0.306,-0.276,1.530,-109.253,7.507,-11.963
-0.255,-0.312,1.502,-108.154,8.789,-9.033
-0.218,-0.339,1.493,-108.643,18.799,-6.470
-0.203,-0.278,1.501,-105.469,29.846,-3.418
-0.209,-0.232,1.472,-95.337,34.729,-4.822
-0.239,-0.269,1.434,-73.547,26.855,-5.554
-0.246,-0.298,1.388,-51.636,12.207,-0.427
-0.206,-0.294,1.326,-34.485,1.343,4.578
-0.161,-0.284,1.285,-23.926,-3.662,7.874
-0.140,-0.253,1.198,-18.982,-4.150,9.277
-0.092,-0.241,1.122,-20.264,-3.235,9.216
-0.111,-0.241,1.106,-25.879,-1.587,6.592
-0.125,-0.231,1.109,-30.518,-1.221,1.038
-0.138,-0.231,1.109,-30.884,-3.967,-2.075
-0.152,-0.214,1.104,-28.381,-7.385,-3.235
-0.191,-0.163,1.103,-23.132,-8.057,-3.113
-0.224,-0.186,1.072,-13.733,-5.981,-1.404
-0.208,-0.193,1.030,-5.859,-4.089,3.906
-0.168,-0.192,0.974,-1.892,-1.099,10.437
-0.110,-0.187,0.940,-2.014,1.709,15.442
-0.060,-0.285,1.048,-6.470,5.798,16.357
-0.249,-0.552,2.204,2.441,19.348,14.221
0.054,-0.000,1.118,25.757,44.312,19.104
0.030,-0.302,0.874,19.287,2.502,23.621
0.014,-0.287,0.736,-5.249,3.540,7.996
-0.020,-0.162,0.962,-32.654,9.216,-11.536
-0.074,-0.151,1.042,-35.034,3.418,-11.597
-0.109,-0.081,0.930,-21.606,-1.221,-4.578
-0.127,-0.105,0.902,-5.737,-8.179,0.061
-0.106,-0.124,0.881,5.066,-15.137,0.977
-0.108,-0.164,0.958,8.301,-17.578,0.916
-0.095,-0.171,1.004,8.789,-12.024,1.099
-0.071,-0.164,0.992,7.080,-6.104,2.625
-0.054,-0.175,0.958,2.808,-3.052,3.662
-0.057,-0.184,0.948,-5.066,-0.549,2.625
-0.073,-0.179,0.969,-11.902,2.136,1.343
-0.088,-0.171,0.957,-14.893,2.991,-1.648
-0.116,-0.161,0.945,-13.977,3.784,-1.831
-0.138,-0.148,0.945,-9.827,3.296,-1.160
-0.164,-0.144,0.945,-3.662,2.258,-1.343
-0.175,-0.169,0.952,3.296,-0.488,-0.854
-0.167,-0.186,0.939,7.629,-0.916,4.089
-0.140,-0.175,0.946,8.057,-0.854,5.981
-0.132,-0.174,0.955,6.226,0.244,7.324
-0.119,-0.164,0.958,2.991,1.404,7.385
-0.108,-0.153,0.962,-1.770,3.174,6.042
-0.110,-0.141,0.961,-6.226,3.845,3.418
-0.120,-0.124,0.958,-8.362,3.052,1.404
-0.126,-0.141,0.936,-8.179,2.014,-0.671
-0.152,-0.149,0.936,-6.592,1.282,-1.221
-0.170,-0.146,0.955,-2.625,-0.549,-2.869
-0.181,-0.157,0.940,0.610,-1.343,-0.549
-0.173,-0.166,0.947,3.479,-2.197,1.709
-0.164,-0.150,0.957,5.554,-3.052,2.991
-0.142,-0.162,0.959,6.836,-3.052,4.028
-0.117,-0.154,0.958,5.432,-2.502,3.967
-0.113,-0.164,0.955,2.197,-1.160,2.930
-0.122,-0.166,0.944,-0.610,0.122,1.953
-0.119,-0.153,0.952,-2.441,1.221,1.465
-0.129,-0.168,0.943,-2.319,2.441,0.244
-0.144,-0.178,0.944,-2.502,2.869,-0.427
-0.145,-0.161,0.949,-2.930,2.319,0.122
-0.155,-0.147,0.953,-2.014,0.732,0.916
-0.161,-0.148,0.951,-0.183,-0.488,1.465
-0.163,-0.151,0.954,2.197,-1.526,2.869
-0.143,-0.156,0.947,3.540,-2.197,4.333
-0.118,-0.152,0.957,3.296,-1.221,4.761
-0.108,-0.152,0.952,2.075,1.099,4.028
-0.110,-0.163,0.951,0.183,1.892,2.869
-0.117,-0.162,0.948,-1.770,1.160,2.075
-0.122,-0.153,0.955,-3.174,0.610,1.648
-0.123,-0.150,0.958,-3.906,1.038,1.343
-0.126,-0.139,0.960,-4.272,1.709,1.221
-0.130,-0.141,0.955,-3.601,2.197,1.160
-0.135,-0.133,0.957,-2.075,1.587,1.404
-0.141,-0.138,0.959,-0.183,0.610,1.709
-0.132,-0.158,0.951,1.831,-0.244,2.441
-0.120,-0.158,0.953,2.319,-0.061,3.601
-0.107,-0.154,0.948,2.136,1.282,3.723
-0.100,-0.147,0.954,1.770,1.099,3.662
-0.097,-0.152,0.956,1.343,0.916,3.601
-0.106,-0.148,0.959,-0.305,1.648,3.174
-0.119,-0.148,0.958,-2.502,2.808,2.441
-0.131,-0.146,0.959,-4.883,3.479,1.892
-0.146,-0.127,0.958,-6.104,3.174,1.221
-0.155,-0.135,0.951,-4.456,2.869,0.977
-0.155,-0.142,0.944,-2.197,2.502,1.282
-0.147,-0.128,0.951,-0.977,2.136,1.465
-0.131,-0.150,0.950,1.221,1.160,1.587
-0.119,-0.143,0.953,2.625,0.183,2.686
-0.103,-0.147,0.954,2.747,0.488,2.991
-0.098,-0.144,0.961,2.136,1.038,2.869
-0.099,-0.144,0.959,0.977,1.221,2.075
-0.115,-0.147,0.956,-1.221,0.854,1.099
-0.135,-0.141,0.958,-3.967,0.549,0.671
-0.147,-0.131,0.955,-5.310,0.977,0.183
-0.153,-0.122,0.951,-4.333,0.854,0.183
-0.149,-0.132,0.956,-0.549,-0.732,0.671
-0.132,-0.142,0.947,3.296,-1.892,1.160
-0.123,-0.148,0.954,5.432,-1.770,1.770
-0.113,-0.152,0.959,6.104,-1.648,2.502
-0.107,-0.153,0.954,5.066,-1.160,2.563

0.565,0.987,-1.037,249.329,61.890,113.342
0.563,1.043,-1.082,244.324,52.856,95.215
0.552,1.053,-1.104,237.854,44.495,81.238
0.530,1.070,-1.132,228.394,38.025,72.571
0.474,1.076,-1.181,211.670,32.227,73.730
0.513,1.093,-1.197,192.261,24.597,79.346
0.492,1.136,-1.321,169.983,28.381,85.022
0.570,1.104,-1.355,131.104,33.142,87.158
0.636,1.065,-1.424,91.370,28.442,79.712
0.655,1.006,-1.417,52.856,19.592,71.289
0.644,0.860,-1.328,27.954,7.629,61.646
0.628,0.725,-1.240,17.029,0.488,44.556
0.600,0.599,-1.156,14.099,0.244,20.996
0.525,0.462,-1.078,16.907,1.404,3.174
0.471,0.298,-1.010,17.883,-6.104,-2.380
0.475,0.171,-0.968,13.062,-18.250,-4.395
0.498,0.053,-0.944,4.333,-22.461,-10.498
0.474,0.006,-0.931,-5.371,-22.644,-16.724
0.486,-0.075,-0.924,-15.137,-25.024,-14.221
0.507,-0.089,-0.878,-25.085,-24.719,-10.010
0.500,-0.108,-0.793,-32.532,-20.935,-3.174
0.528,-0.137,-0.691,-31.982,-16.968,3.174
0.577,-0.099,-0.631,-25.879,-10.620,8.667
0.632,-0.091,-0.615,-15.137,-3.845,10.864
0.681,-0.059,-0.664,-3.235,-0.732,10.315
0.713,-0.009,-0.755,5.432,-0.671,7.996
0.708,0.022,-0.842,9.888,-0.549,2.625
0.661,0.051,-0.893,9.277,-0.854,-2.991
0.621,0.046,-0.892,4.700,-2.686,-6.165
0.587,0.047,-0.857,-1.404,-3.113,-6.897
0.557,0.033,-0.826,-7.812,-0.793,-4.333
0.551,0.045,-0.823,-11.414,1.465,-1.343
0.574,0.036,-0.826,-13.611,2.380,2.991
0.586,0.036,-0.827,-15.381,3.540,6.653
0.610,0.036,-0.820,-16.235,4.883,7.812
0.620,0.032,-0.789,-14.038,5.005,6.897
0.629,0.035,-0.778,-9.399,4.150,4.089
0.639,0.031,-0.766,-5.432,3.357,0.671
0.659,0.005,-0.756,-1.709,3.235,-2.258
0.660,-0.001,-0.754,0.854,2.869,-5.188
0.663,-0.010,-0.764,2.808,2.075,-8.179
0.657,-0.016,-0.767,3.357,1.648,-10.010
0.639,-0.028,-0.770,3.113,1.404,-10.559
0.625,-0.034,-0.778,2.869,0.122,-9.521
0.625,-0.040,-0.780,2.563,-0.549,-7.568
0.624,-0.037,-0.790,1.160,0.183,-5.249
0.616,-0.016,-0.795,-0.977,0.916,-3.357
0.604,-0.008,-0.785,-1.892,1.038,-1.587
0.617,-0.007,-0.771,-1.892,1.099,-0.366
0.623,0.015,-0.770,-1.892,2.625,0.610
0.643,0.029,-0.767,-1.221,3.784,1.038
0.651,0.034,-0.773,0.244,3.357,0.244
0.653,0.035,-0.779,1.648,1.831,-1.221
0.649,0.041,-0.801,1.892,1.038,-2.441
0.639,0.024,-0.812,0.549,1.404,-3.906
0.628,0.011,-0.813,-2.380,1.526,-4.150
0.622,0.018,-0.805,-5.981,1.343,-3.601
0.621,0.009,-0.792,-9.155,1.404,-2.258
0.622,0.002,-0.772,-11.414,0.732,-1.099
0.627,-0.007,-0.754,-11.902,0.854,0.000
0.634,-0.016,-0.751,-11.108,1.526,0.732
0.648,-0.027,-0.756,-9.216,2.014,0.793
0.643,-0.030,-0.760,-6.531,1.770,0.061
0.650,-0.040,-0.787,-3.540,1.160,-1.282
0.646,-0.047,-0.812,-1.892,0.183,-2.380
0.631,-0.054,-0.821,-2.014,0.000,-3.418
0.617,-0.053,-0.819,-3.174,-0.061,-3.479
0.598,-0.053,-0.809,-5.127,0.854,-2.502
0.594,-0.052,-0.784,-6.653,1.770,-0.671
0.604,-0.052,-0.761,-7.568,3.357,1.648
0.618,-0.056,-0.746,-7.629,5.371,3.479
0.628,-0.054,-0.746,-6.165,6.714,4.700
0.644,-0.047,-0.768,-3.845,6.531,5.188
0.661,-0.036,-0.775,-1.404,4.028,5.005
0.655,-0.016,-0.790,0.427,2.258,3.113
0.641,-0.009,-0.807,2.075,1.038,0.305
0.628,-0.006,-0.820,3.052,-0.183,-1.892
0.610,0.003,-0.832,2.869,-0.610,-3.113
0.598,-0.002,-0.836,1.404,-0.977,-3.296
0.592,-0.010,-0.829,-0.916,-1.709,-2.258
0.593,-0.014,-0.811,-3.723,-2.319,0.244
0.604,-0.016,-0.783,-6.165,-1.404,3.296
0.621,-0.014,-0.767,-7.812,0.549,5.493
0.644,-0.013,-0.763,-7.874,2.014,7.263
0.659,-0.002,-0.769,-7.446,2.380,7.385
0.661,0.005,-0.777,-6.165,1.404,5.798
0.648,0.007,-0.777,-4.517,-0.427,3.113
0.624,-0.001,-0.776,-2.258,-2.258,0.305
0.612,-0.009,-0.787,0.610,-3.235,-1.343
0.603,-0.012,-0.806,2.563,-2.686,-2.625
0.595,-0.018,-0.827,3.235,-2.380,-2.686
0.599,-0.022,-0.842,1.648,-1.953,-1.892
0.602,-0.025,-0.851,-1.709,-1.587,-0.549
0.603,-0.026,-0.834,-5.554,-0.854,0.977
0.617,-0.038,-0.808,-8.667,0.244,3.113
0.627,-0.036,-0.775,-11.292,1.953,5.066
0.643,-0.026,-0.748,-12.451,3.357,6.897
0.664,-0.005,-0.739,-11.780,3.784,7.324
0.669,0.007,-0.738,-9.949,4.761,5.981
0.669,0.006,-0.744,-6.592,5.249,3.235
0.661,0.013,-0.763,-3.967,4.211,0.916
0.649,0.003,-0.768,-2.441,2.502,-0.427
0.642,0.000,-0.767,-1.831,1.282,-1.221
0.642,0.006,-0.783,-1.831,2.014,-1.709
0.640,0.010,-0.806,-3.174,3.479,-2.014
0.645,0.002,-0.807,-5.493,4.333,-1.892
0.653,-0.005,-0.800,-8.789,5.188,-1.526
0.655,-0.004,-0.791,-12.573,6.287,-1.526
0.644,-0.015,-0.774,-14.099,7.263,-2.258
0.631,-0.027,-0.763,-13.062,6.897,-4.028
0.612,-0.046,-0.766,-10.254,5.920,-6.104
0.597,-0.057,-0.782,-7.019,5.066,-7.751
0.578,-0.067,-0.795,-3.967,4.944,-9.338
0.565,-0.077,-0.817,-1.221,4.028,-10.132
0.567,-0.081,-0.849,0.000,2.563,-9.216
0.575,-0.079,-0.879,-1.465,2.747,-6.775
0.582,-0.088,-0.880,-5.066,3.540,-3.662
0.587,-0.082,-0.866,-9.216,3.479,-0.366
0.595,-0.074,-0.839,-12.207,4.272,2.441

-0.712,0.493,2.365,-337.219,-271.545,-271.912
-0.818,0.363,2.500,-296.631,-224.792,-251.099
-0.875,0.319,2.343,-265.747,-146.057,-207.275
-0.870,0.296,1.965,-253.906,-56.030,-158.142
-0.950,0.244,1.707,-266.052,18.860,-117.493
-0.835,0.187,1.498,-283.325,70.068,-85.815
-0.659,0.239,1.601,-311.829,88.501,-66.040
-0.481,0.205,1.776,-321.167,66.589,-43.274
-0.237,0.193,2.027,-293.091,38.391,-37.598
-0.077,0.228,2.256,-258.118,28.198,-34.546
-0.004,0.139,2.306,-219.666,35.217,-26.184
-0.007,0.040,2.179,-170.532,33.264,-14.282
-0.035,-0.078,2.000,-125.061,14.587,-10.254
-0.062,-0.193,1.869,-90.088,-15.686,-10.437
-0.052,-0.276,1.751,-68.970,-41.016,-13.977
-0.038,-0.362,1.680,-61.035,-47.424,-19.653
-0.086,-0.431,1.603,-60.059,-33.142,-24.048
-0.124,-0.433,1.519,-58.289,-11.292,-20.813
-0.125,-0.356,1.445,-53.955,6.104,-13.062
-0.097,-0.369,1.319,-41.748,15.198,-6.470
-0.074,-0.316,1.217,-34.912,15.808,-0.977
-0.073,-0.258,1.176,-31.616,15.259,2.930
-0.064,-0.258,1.164,-26.794,17.944,5.493
-0.056,-0.260,1.098,-22.278,22.034,9.949
-0.000,-0.228,1.029,-23.376,22.522,13.916
0.051,-0.194,1.002,-27.649,16.174,15.442
0.081,-0.155,0.984,-30.457,6.897,10.803
0.110,-0.134,0.970,-32.043,-2.014,2.502
0.101,-0.123,0.966,-33.691,-11.169,-6.775
0.053,-0.114,0.977,-35.339,-19.165,-15.015
-0.028,-0.134,1.015,-34.302,-23.621,-18.982
-0.091,-0.153,1.062,-30.334,-25.024,-17.456
-0.120,-0.177,1.085,-25.269,-23.132,-13.367
-0.125,-0.192,1.105,-20.325,-18.494,-6.226
-0.095,-0.214,1.087,-17.151,-11.414,1.587
-0.032,-0.333,1.246,-18.005,-2.991,9.277
-0.104,-0.538,2.530,-0.732,22.400,13.794
0.183,-0.069,1.037,32.837,62.988,24.231
0.170,-0.297,0.806,20.264,4.578,33.691
0.151,-0.177,0.727,-2.197,-6.226,14.404
0.140,-0.079,0.968,-24.597,4.028,-5.188
0.036,-0.124,1.053,-23.743,6.897,-9.583
-0.016,-0.006,0.913,-13.977,6.714,-5.981
-0.031,-0.067,0.889,-0.977,-1.709,-1.770
-0.034,-0.139,0.966,6.531,-12.817,-1.831
-0.019,-0.146,1.016,6.104,-13.977,-2.441
0.023,-0.140,0.982,2.869,-6.897,0.488
0.040,-0.133,0.936,-0.732,-0.183,2.502
0.048,-0.122,0.945,-4.517,2.136,1.404
0.036,-0.127,0.963,-7.385,0.305,-0.488
0.029,-0.122,0.969,-9.949,-1.831,-0.854
0.041,-0.113,0.952,-11.780,-1.343,-1.221
0.037,-0.140,0.960,-12.634,-0.305,-3.174
0.022,-0.123,0.968,-13.855,-0.488,-4.456
-0.016,-0.061,0.992,-13.916,-0.854,-4.578
-0.031,-0.107,0.982,-9.094,-4.517,-7.324
-0.031,-0.108,0.963,-2.747,-9.888,-4.944
-0.020,-0.096,0.953,1.099,-12.756,-3.418
-0.013,-0.106,0.955,3.479,-12.390,-2.563
-0.014,-0.110,0.956,4.028,-9.521,-1.709
-0.015,-0.118,0.959,4.211,-6.348,-0.977
0.002,-0.129,0.963,3.479,-5.005,0.061
0.009,-0.139,0.968,1.343,-3.113,1.160
0.010,-0.150,0.962,-1.831,0.000,3.540
0.040,-0.151,0.962,-3.723,-0.244,0.793
0.031,-0.102,0.965,-6.104,-2.136,-1.526
0.007,-0.102,0.967,-7.446,-3.174,-3.906
-0.025,-0.120,0.962,-6.104,-5.249,-5.493
-0.055,-0.121,0.964,-3.723,-7.263,-4.822
-0.050,-0.128,0.964,-0.732,-8.423,-4.822
